"tx_merchant_clean","month_number","year(Post_date)","key","value"
"AIR ARAB",1,2014,"Count",680
"AIR ARAB",2,2014,"Count",676
"AIR ARAB",3,2014,"Count",718
"AIR ARAB",4,2014,"Count",801
"AIR ARAB",5,2014,"Count",867
"AIR ARAB",6,2014,"Count",940
"AIR ARAB",7,2014,"Count",878
"AIR ARAB",8,2014,"Count",777
"AIR ARAB",9,2013,"Count",676
"AIR ARAB",10,2013,"Count",744
"AIR ARAB",11,2013,"Count",636
"AIR ARAB",12,2013,"Count",676
"AIR ARABIJSC",1,2014,"Count",538
"AIR ARABIJSC",2,2014,"Count",526
"AIR ARABIJSC",3,2014,"Count",614
"AIR ARABIJSC",4,2014,"Count",598
"AIR ARABIJSC",5,2014,"Count",678
"AIR ARABIJSC",6,2014,"Count",708
"AIR ARABIJSC",7,2014,"Count",647
"AIR ARABIJSC",8,2014,"Count",575
"AIR ARABIJSC",9,2013,"Count",595
"AIR ARABIJSC",10,2013,"Count",572
"AIR ARABIJSC",11,2013,"Count",522
"AIR ARABIJSC",12,2013,"Count",539
"AL AZIZA PANDA UNITED(",1,2014,"Count",1721
"AL AZIZA PANDA UNITED(",2,2014,"Count",1468
"AL AZIZA PANDA UNITED(",3,2014,"Count",1715
"AL AZIZA PANDA UNITED(",4,2014,"Count",1561
"AL AZIZA PANDA UNITED(",5,2014,"Count",1757
"AL AZIZA PANDA UNITED(",6,2014,"Count",1691
"AL AZIZA PANDA UNITED(",7,2014,"Count",1750
"AL AZIZA PANDA UNITED(",8,2014,"Count",1704
"AL AZIZA PANDA UNITED(",9,2013,"Count",1597
"AL AZIZA PANDA UNITED(",10,2013,"Count",1523
"AL AZIZA PANDA UNITED(",11,2013,"Count",1507
"AL AZIZA PANDA UNITED(",12,2013,"Count",1738
"AL FUTTAIM MOTORS CO L",1,2014,"Count",179
"AL FUTTAIM MOTORS CO L",2,2014,"Count",201
"AL FUTTAIM MOTORS CO L",3,2014,"Count",169
"AL FUTTAIM MOTORS CO L",4,2014,"Count",196
"AL FUTTAIM MOTORS CO L",5,2014,"Count",137
"AL FUTTAIM MOTORS CO L",6,2014,"Count",171
"AL FUTTAIM MOTORS CO L",7,2014,"Count",166
"AL FUTTAIM MOTORS CO L",8,2014,"Count",159
"AL FUTTAIM MOTORS CO L",9,2013,"Count",156
"AL FUTTAIM MOTORS CO L",10,2013,"Count",192
"AL FUTTAIM MOTORS CO L",11,2013,"Count",208
"AL FUTTAIM MOTORS CO L",12,2013,"Count",194
"AL FUTTAIM MOTORS CO-1",1,2014,"Count",55
"AL FUTTAIM MOTORS CO-1",2,2014,"Count",57
"AL FUTTAIM MOTORS CO-1",3,2014,"Count",39
"AL FUTTAIM MOTORS CO-1",4,2014,"Count",52
"AL FUTTAIM MOTORS CO-1",5,2014,"Count",51
"AL FUTTAIM MOTORS CO-1",6,2014,"Count",41
"AL FUTTAIM MOTORS CO-1",7,2014,"Count",71
"AL FUTTAIM MOTORS CO-1",8,2014,"Count",51
"AL FUTTAIM MOTORS CO-1",9,2013,"Count",42
"AL FUTTAIM MOTORS CO-1",10,2013,"Count",37
"AL FUTTAIM MOTORS CO-1",11,2013,"Count",42
"AL FUTTAIM MOTORS CO-1",12,2013,"Count",50
"AL GHANDI AUTO",1,2014,"Count",81
"AL GHANDI AUTO",2,2014,"Count",88
"AL GHANDI AUTO",3,2014,"Count",91
"AL GHANDI AUTO",4,2014,"Count",64
"AL GHANDI AUTO",5,2014,"Count",69
"AL GHANDI AUTO",6,2014,"Count",87
"AL GHANDI AUTO",7,2014,"Count",88
"AL GHANDI AUTO",8,2014,"Count",76
"AL GHANDI AUTO",9,2013,"Count",76
"AL GHANDI AUTO",10,2013,"Count",66
"AL GHANDI AUTO",11,2013,"Count",80
"AL GHANDI AUTO",12,2013,"Count",86
"AL NABOODA AUTOMOBILES",1,2014,"Count",47
"AL NABOODA AUTOMOBILES",2,2014,"Count",56
"AL NABOODA AUTOMOBILES",3,2014,"Count",49
"AL NABOODA AUTOMOBILES",4,2014,"Count",50
"AL NABOODA AUTOMOBILES",5,2014,"Count",77
"AL NABOODA AUTOMOBILES",6,2014,"Count",86
"AL NABOODA AUTOMOBILES",7,2014,"Count",91
"AL NABOODA AUTOMOBILES",8,2014,"Count",71
"AL NABOODA AUTOMOBILES",9,2013,"Count",60
"AL NABOODA AUTOMOBILES",10,2013,"Count",50
"AL NABOODA AUTOMOBILES",11,2013,"Count",43
"AL NABOODA AUTOMOBILES",12,2013,"Count",63
"AL TAYER MOTORS LLC",1,2014,"Count",215
"AL TAYER MOTORS LLC",2,2014,"Count",222
"AL TAYER MOTORS LLC",3,2014,"Count",240
"AL TAYER MOTORS LLC",4,2014,"Count",228
"AL TAYER MOTORS LLC",5,2014,"Count",202
"AL TAYER MOTORS LLC",6,2014,"Count",212
"AL TAYER MOTORS LLC",7,2014,"Count",224
"AL TAYER MOTORS LLC",8,2014,"Count",230
"AL TAYER MOTORS LLC",9,2013,"Count",216
"AL TAYER MOTORS LLC",10,2013,"Count",211
"AL TAYER MOTORS LLC",11,2013,"Count",181
"AL TAYER MOTORS LLC",12,2013,"Count",222
"AL TAYER MOTORS(PVT) L",1,2014,"Count",11
"AL TAYER MOTORS(PVT) L",2,2014,"Count",16
"AL TAYER MOTORS(PVT) L",3,2014,"Count",13
"AL TAYER MOTORS(PVT) L",4,2014,"Count",13
"AL TAYER MOTORS(PVT) L",5,2014,"Count",4
"AL TAYER MOTORS(PVT) L",6,2014,"Count",7
"AL TAYER MOTORS(PVT) L",7,2014,"Count",7
"AL TAYER MOTORS(PVT) L",8,2014,"Count",10
"AL TAYER MOTORS(PVT) L",9,2013,"Count",16
"AL TAYER MOTORS(PVT) L",10,2013,"Count",9
"AL TAYER MOTORS(PVT) L",11,2013,"Count",11
"AL TAYER MOTORS(PVT) L",12,2013,"Count",17
"ALLIED ENT LLC LEVEL S",1,2014,"Count",261
"ALLIED ENT LLC LEVEL S",2,2014,"Count",141
"ALLIED ENT LLC LEVEL S",3,2014,"Count",171
"ALLIED ENT LLC LEVEL S",4,2014,"Count",172
"ALLIED ENT LLC LEVEL S",5,2014,"Count",206
"ALLIED ENT LLC LEVEL S",6,2014,"Count",292
"ALLIED ENT LLC LEVEL S",7,2014,"Count",231
"ALLIED ENT LLC LEVEL S",8,2014,"Count",163
"ALLIED ENT LLC LEVEL S",9,2013,"Count",137
"ALLIED ENT LLC LEVEL S",10,2013,"Count",167
"ALLIED ENT LLC LEVEL S",11,2013,"Count",124
"ALLIED ENT LLC LEVEL S",12,2013,"Count",213
"APPLE ONLINE STORE AED",1,2014,"Count",157
"APPLE ONLINE STORE AED",2,2014,"Count",112
"APPLE ONLINE STORE AED",3,2014,"Count",116
"APPLE ONLINE STORE AED",4,2014,"Count",102
"APPLE ONLINE STORE AED",5,2014,"Count",124
"APPLE ONLINE STORE AED",6,2014,"Count",105
"APPLE ONLINE STORE AED",7,2014,"Count",80
"APPLE ONLINE STORE AED",8,2014,"Count",33
"APPLE ONLINE STORE AED",9,2013,"Count",69
"APPLE ONLINE STORE AED",10,2013,"Count",73
"APPLE ONLINE STORE AED",11,2013,"Count",366
"APPLE ONLINE STORE AED",12,2013,"Count",346
"ARABIAN AUTOMOBILES CO",1,2014,"Count",178
"ARABIAN AUTOMOBILES CO",2,2014,"Count",174
"ARABIAN AUTOMOBILES CO",3,2014,"Count",206
"ARABIAN AUTOMOBILES CO",4,2014,"Count",231
"ARABIAN AUTOMOBILES CO",5,2014,"Count",216
"ARABIAN AUTOMOBILES CO",6,2014,"Count",194
"ARABIAN AUTOMOBILES CO",7,2014,"Count",197
"ARABIAN AUTOMOBILES CO",8,2014,"Count",231
"ARABIAN AUTOMOBILES CO",9,2013,"Count",164
"ARABIAN AUTOMOBILES CO",10,2013,"Count",171
"ARABIAN AUTOMOBILES CO",11,2013,"Count",168
"ARABIAN AUTOMOBILES CO",12,2013,"Count",192
"ARABIAN AUTOMOBILESCO",1,2014,"Count",159
"ARABIAN AUTOMOBILESCO",2,2014,"Count",138
"ARABIAN AUTOMOBILESCO",3,2014,"Count",160
"ARABIAN AUTOMOBILESCO",4,2014,"Count",166
"ARABIAN AUTOMOBILESCO",5,2014,"Count",156
"ARABIAN AUTOMOBILESCO",6,2014,"Count",160
"ARABIAN AUTOMOBILESCO",7,2014,"Count",155
"ARABIAN AUTOMOBILESCO",8,2014,"Count",168
"ARABIAN AUTOMOBILESCO",9,2013,"Count",136
"ARABIAN AUTOMOBILESCO",10,2013,"Count",131
"ARABIAN AUTOMOBILESCO",11,2013,"Count",118
"ARABIAN AUTOMOBILESCO",12,2013,"Count",167
"ARABIAN GULF MEC CNT.S",1,2014,"Count",79
"ARABIAN GULF MEC CNT.S",2,2014,"Count",92
"ARABIAN GULF MEC CNT.S",3,2014,"Count",104
"ARABIAN GULF MEC CNT.S",4,2014,"Count",86
"ARABIAN GULF MEC CNT.S",5,2014,"Count",76
"ARABIAN GULF MEC CNT.S",6,2014,"Count",89
"ARABIAN GULF MEC CNT.S",7,2014,"Count",84
"ARABIAN GULF MEC CNT.S",8,2014,"Count",88
"ARABIAN GULF MEC CNT.S",9,2013,"Count",79
"ARABIAN GULF MEC CNT.S",10,2013,"Count",89
"ARABIAN GULF MEC CNT.S",11,2013,"Count",83
"ARABIAN GULF MEC CNT.S",12,2013,"Count",74
"ATLANTIS",1,2014,"Count",655
"ATLANTIS",2,2014,"Count",645
"ATLANTIS",3,2014,"Count",909
"ATLANTIS",4,2014,"Count",997
"ATLANTIS",5,2014,"Count",1073
"ATLANTIS",6,2014,"Count",749
"ATLANTIS",7,2014,"Count",842
"ATLANTIS",8,2014,"Count",815
"ATLANTIS",9,2013,"Count",816
"ATLANTIS",10,2013,"Count",946
"ATLANTIS",11,2013,"Count",878
"ATLANTIS",12,2013,"Count",717
"AXA INSURANCE",1,2014,"Count",229
"AXA INSURANCE",2,2014,"Count",216
"AXA INSURANCE",3,2014,"Count",229
"AXA INSURANCE",4,2014,"Count",221
"AXA INSURANCE",5,2014,"Count",244
"AXA INSURANCE",6,2014,"Count",236
"AXA INSURANCE",7,2014,"Count",203
"AXA INSURANCE",8,2014,"Count",213
"AXA INSURANCE",9,2013,"Count",201
"AXA INSURANCE",10,2013,"Count",209
"AXA INSURANCE",11,2013,"Count",230
"AXA INSURANCE",12,2013,"Count",209
"BARRACUDA BEACH RESORT",1,2014,"Count",348
"BARRACUDA BEACH RESORT",2,2014,"Count",335
"BARRACUDA BEACH RESORT",3,2014,"Count",406
"BARRACUDA BEACH RESORT",4,2014,"Count",391
"BARRACUDA BEACH RESORT",5,2014,"Count",446
"BARRACUDA BEACH RESORT",6,2014,"Count",541
"BARRACUDA BEACH RESORT",7,2014,"Count",105
"BARRACUDA BEACH RESORT",8,2014,"Count",450
"BARRACUDA BEACH RESORT",9,2013,"Count",331
"BARRACUDA BEACH RESORT",10,2013,"Count",441
"BARRACUDA BEACH RESORT",11,2013,"Count",373
"BARRACUDA BEACH RESORT",12,2013,"Count",543
"BLOOMINGDALES BR-NOUL",1,2014,"Count",679
"BLOOMINGDALES BR-NOUL",2,2014,"Count",384
"BLOOMINGDALES BR-NOUL",3,2014,"Count",393
"BLOOMINGDALES BR-NOUL",4,2014,"Count",399
"BLOOMINGDALES BR-NOUL",5,2014,"Count",513
"BLOOMINGDALES BR-NOUL",6,2014,"Count",703
"BLOOMINGDALES BR-NOUL",7,2014,"Count",561
"BLOOMINGDALES BR-NOUL",8,2014,"Count",343
"BLOOMINGDALES BR-NOUL",9,2013,"Count",276
"BLOOMINGDALES BR-NOUL",10,2013,"Count",413
"BLOOMINGDALES BR-NOUL",11,2013,"Count",334
"BLOOMINGDALES BR-NOUL",12,2013,"Count",695
"BNKNT UTLTY PYMNT-ETIS",1,2014,"Count",2526
"BNKNT UTLTY PYMNT-ETIS",2,2014,"Count",2514
"BNKNT UTLTY PYMNT-ETIS",3,2014,"Count",2950
"BNKNT UTLTY PYMNT-ETIS",4,2014,"Count",2827
"BNKNT UTLTY PYMNT-ETIS",5,2014,"Count",2852
"BNKNT UTLTY PYMNT-ETIS",6,2014,"Count",2873
"BNKNT UTLTY PYMNT-ETIS",7,2014,"Count",3000
"BNKNT UTLTY PYMNT-ETIS",8,2014,"Count",3033
"BNKNT UTLTY PYMNT-ETIS",9,2013,"Count",2560
"BNKNT UTLTY PYMNT-ETIS",10,2013,"Count",2555
"BNKNT UTLTY PYMNT-ETIS",11,2013,"Count",2574
"BNKNT UTLTY PYMNT-ETIS",12,2013,"Count",2711
"CARREFOUR",1,2014,"Count",25043
"CARREFOUR",2,2014,"Count",21859
"CARREFOUR",3,2014,"Count",24393
"CARREFOUR",4,2014,"Count",25061
"CARREFOUR",5,2014,"Count",25506
"CARREFOUR",6,2014,"Count",26110
"CARREFOUR",7,2014,"Count",26850
"CARREFOUR",8,2014,"Count",24245
"CARREFOUR",9,2013,"Count",20953
"CARREFOUR",10,2013,"Count",22922
"CARREFOUR",11,2013,"Count",22747
"CARREFOUR",12,2013,"Count",24209
"CHANEL",1,2014,"Count",36
"CHANEL",2,2014,"Count",31
"CHANEL",3,2014,"Count",45
"CHANEL",4,2014,"Count",37
"CHANEL",5,2014,"Count",36
"CHANEL",6,2014,"Count",36
"CHANEL",7,2014,"Count",35
"CHANEL",8,2014,"Count",27
"CHANEL",9,2013,"Count",31
"CHANEL",10,2013,"Count",23
"CHANEL",11,2013,"Count",29
"CHANEL",12,2013,"Count",46
"CLEAR TRIP MEA FZ LLC",1,2014,"Count",192
"CLEAR TRIP MEA FZ LLC",2,2014,"Count",172
"CLEAR TRIP MEA FZ LLC",3,2014,"Count",195
"CLEAR TRIP MEA FZ LLC",4,2014,"Count",203
"CLEAR TRIP MEA FZ LLC",5,2014,"Count",225
"CLEAR TRIP MEA FZ LLC",6,2014,"Count",203
"CLEAR TRIP MEA FZ LLC",7,2014,"Count",271
"CLEAR TRIP MEA FZ LLC",8,2014,"Count",288
"CLEAR TRIP MEA FZ LLC",9,2013,"Count",196
"CLEAR TRIP MEA FZ LLC",10,2013,"Count",212
"CLEAR TRIP MEA FZ LLC",11,2013,"Count",187
"CLEAR TRIP MEA FZ LLC",12,2013,"Count",173
"CLEARTRIP MEA FZ LLC",1,2014,"Count",189
"CLEARTRIP MEA FZ LLC",2,2014,"Count",167
"CLEARTRIP MEA FZ LLC",3,2014,"Count",250
"CLEARTRIP MEA FZ LLC",4,2014,"Count",200
"CLEARTRIP MEA FZ LLC",5,2014,"Count",246
"CLEARTRIP MEA FZ LLC",6,2014,"Count",313
"CLEARTRIP MEA FZ LLC",7,2014,"Count",392
"CLEARTRIP MEA FZ LLC",8,2014,"Count",400
"CLEARTRIP MEA FZ LLC",9,2013,"Count",215
"CLEARTRIP MEA FZ LLC",10,2013,"Count",194
"CLEARTRIP MEA FZ LLC",11,2013,"Count",177
"CLEARTRIP MEA FZ LLC",12,2013,"Count",174
"DAMAS JEWELLERY LLC",1,2014,"Count",77
"DAMAS JEWELLERY LLC",2,2014,"Count",108
"DAMAS JEWELLERY LLC",3,2014,"Count",125
"DAMAS JEWELLERY LLC",4,2014,"Count",75
"DAMAS JEWELLERY LLC",5,2014,"Count",93
"DAMAS JEWELLERY LLC",6,2014,"Count",103
"DAMAS JEWELLERY LLC",7,2014,"Count",102
"DAMAS JEWELLERY LLC",8,2014,"Count",59
"DAMAS JEWELLERY LLC",9,2013,"Count",71
"DAMAS JEWELLERY LLC",10,2013,"Count",91
"DAMAS JEWELLERY LLC",11,2013,"Count",110
"DAMAS JEWELLERY LLC",12,2013,"Count",127
"DEBENHAMS-4301",1,2014,"Count",833
"DEBENHAMS-4301",2,2014,"Count",386
"DEBENHAMS-4301",3,2014,"Count",651
"DEBENHAMS-4301",4,2014,"Count",548
"DEBENHAMS-4301",5,2014,"Count",548
"DEBENHAMS-4301",6,2014,"Count",871
"DEBENHAMS-4301",7,2014,"Count",443
"DEBENHAMS-4301",8,2014,"Count",471
"DEBENHAMS-4301",9,2013,"Count",519
"DEBENHAMS-4301",10,2013,"Count",517
"DEBENHAMS-4301",11,2013,"Count",649
"DEBENHAMS-4301",12,2013,"Count",735
"DNATA TRAVEL SERVICES",1,2014,"Count",104
"DNATA TRAVEL SERVICES",2,2014,"Count",95
"DNATA TRAVEL SERVICES",3,2014,"Count",120
"DNATA TRAVEL SERVICES",4,2014,"Count",109
"DNATA TRAVEL SERVICES",5,2014,"Count",126
"DNATA TRAVEL SERVICES",6,2014,"Count",141
"DNATA TRAVEL SERVICES",7,2014,"Count",132
"DNATA TRAVEL SERVICES",8,2014,"Count",127
"DNATA TRAVEL SERVICES",9,2013,"Count",92
"DNATA TRAVEL SERVICES",10,2013,"Count",112
"DNATA TRAVEL SERVICES",11,2013,"Count",96
"DNATA TRAVEL SERVICES",12,2013,"Count",91
"DP WORLD UAE REGION FZ",1,2014,"Count",679
"DP WORLD UAE REGION FZ",2,2014,"Count",536
"DP WORLD UAE REGION FZ",3,2014,"Count",524
"DP WORLD UAE REGION FZ",4,2014,"Count",812
"DP WORLD UAE REGION FZ",5,2014,"Count",943
"DP WORLD UAE REGION FZ",6,2014,"Count",1069
"DP WORLD UAE REGION FZ",7,2014,"Count",1125
"DP WORLD UAE REGION FZ",8,2014,"Count",1048
"DP WORLD UAE REGION FZ",9,2013,"Count",575
"DP WORLD UAE REGION FZ",10,2013,"Count",609
"DP WORLD UAE REGION FZ",11,2013,"Count",653
"DP WORLD UAE REGION FZ",12,2013,"Count",629
"DU",1,2014,"Count",8197
"DU",2,2014,"Count",8061
"DU",3,2014,"Count",8809
"DU",4,2014,"Count",8618
"DU",5,2014,"Count",8480
"DU",6,2014,"Count",9183
"DU",7,2014,"Count",9048
"DU",8,2014,"Count",8933
"DU",9,2013,"Count",8003
"DU",10,2013,"Count",7657
"DU",11,2013,"Count",7753
"DU",12,2013,"Count",7983
"DUBAI AMERICAN ACADEMY",1,2014,"Count",11
"DUBAI AMERICAN ACADEMY",2,2014,"Count",72
"DUBAI AMERICAN ACADEMY",3,2014,"Count",36
"DUBAI AMERICAN ACADEMY",4,2014,"Count",2
"DUBAI AMERICAN ACADEMY",5,2014,"Count",1
"DUBAI AMERICAN ACADEMY",6,2014,"Count",6
"DUBAI AMERICAN ACADEMY",8,2014,"Count",18
"DUBAI AMERICAN ACADEMY",9,2013,"Count",10
"DUBAI AMERICAN ACADEMY",10,2013,"Count",11
"DUBAI AMERICAN ACADEMY",11,2013,"Count",12
"DUBAI AMERICAN ACADEMY",12,2013,"Count",11
"DUBAI E-GOVERNMENT",1,2014,"Count",6
"DUBAI E-GOVERNMENT",2,2014,"Count",26
"DUBAI E-GOVERNMENT",3,2014,"Count",9
"DUBAI E-GOVERNMENT",4,2014,"Count",25
"DUBAI E-GOVERNMENT",5,2014,"Count",3
"DUBAI E-GOVERNMENT",6,2014,"Count",32
"DUBAI E-GOVERNMENT",7,2014,"Count",13
"DUBAI E-GOVERNMENT",8,2014,"Count",14
"DUBAI E-GOVERNMENT",9,2013,"Count",3669
"DUBAI E-GOVERNMENT",10,2013,"Count",12
"DUBAI E-GOVERNMENT",11,2013,"Count",7
"DUBAI E-GOVERNMENT",12,2013,"Count",12
"DUBAI ELECTRICITY&WATE",1,2014,"Count",115
"DUBAI ELECTRICITY&WATE",2,2014,"Count",136
"DUBAI ELECTRICITY&WATE",3,2014,"Count",127
"DUBAI ELECTRICITY&WATE",4,2014,"Count",113
"DUBAI ELECTRICITY&WATE",5,2014,"Count",108
"DUBAI ELECTRICITY&WATE",6,2014,"Count",166
"DUBAI ELECTRICITY&WATE",7,2014,"Count",127
"DUBAI ELECTRICITY&WATE",8,2014,"Count",189
"DUBAI ELECTRICITY&WATE",9,2013,"Count",142
"DUBAI ELECTRICITY&WATE",10,2013,"Count",154
"DUBAI ELECTRICITY&WATE",11,2013,"Count",154
"DUBAI ELECTRICITY&WATE",12,2013,"Count",146
"DUBAI SMART GOVERNMENT",1,2014,"Count",8349
"DUBAI SMART GOVERNMENT",2,2014,"Count",8375
"DUBAI SMART GOVERNMENT",3,2014,"Count",9096
"DUBAI SMART GOVERNMENT",4,2014,"Count",9277
"DUBAI SMART GOVERNMENT",5,2014,"Count",9689
"DUBAI SMART GOVERNMENT",6,2014,"Count",9604
"DUBAI SMART GOVERNMENT",7,2014,"Count",9348
"DUBAI SMART GOVERNMENT",8,2014,"Count",9758
"DUBAI SMART GOVERNMENT",9,2013,"Count",3930
"DUBAI SMART GOVERNMENT",10,2013,"Count",7951
"DUBAI SMART GOVERNMENT",11,2013,"Count",8197
"DUBAI SMART GOVERNMENT",12,2013,"Count",8210
"E I T TELECOM-DU",1,2014,"Count",602
"E I T TELECOM-DU",2,2014,"Count",511
"E I T TELECOM-DU",3,2014,"Count",510
"E I T TELECOM-DU",4,2014,"Count",509
"E I T TELECOM-DU",5,2014,"Count",497
"E I T TELECOM-DU",6,2014,"Count",522
"E I T TELECOM-DU",7,2014,"Count",473
"E I T TELECOM-DU",8,2014,"Count",471
"E I T TELECOM-DU",9,2013,"Count",520
"E I T TELECOM-DU",10,2013,"Count",495
"E I T TELECOM-DU",11,2013,"Count",551
"E I T TELECOM-DU",12,2013,"Count",527
"EM AIR",1,2014,"Count",2474
"EM AIR",9,2013,"Count",1338
"EM AIR",10,2013,"Count",2866
"EM AIR",11,2013,"Count",2780
"EM AIR",12,2013,"Count",2976
"EMAAR PROPERTIES PJSC",1,2014,"Count",70
"EMAAR PROPERTIES PJSC",2,2014,"Count",124
"EMAAR PROPERTIES PJSC",3,2014,"Count",75
"EMAAR PROPERTIES PJSC",4,2014,"Count",151
"EMAAR PROPERTIES PJSC",5,2014,"Count",71
"EMAAR PROPERTIES PJSC",6,2014,"Count",57
"EMAAR PROPERTIES PJSC",7,2014,"Count",158
"EMAAR PROPERTIES PJSC",8,2014,"Count",84
"EMAAR PROPERTIES PJSC",9,2013,"Count",69
"EMAAR PROPERTIES PJSC",10,2013,"Count",120
"EMAAR PROPERTIES PJSC",11,2013,"Count",71
"EMAAR PROPERTIES PJSC",12,2013,"Count",57
"EMAAR PRROPERTIES PJSC",1,2014,"Count",104
"EMAAR PRROPERTIES PJSC",2,2014,"Count",165
"EMAAR PRROPERTIES PJSC",3,2014,"Count",73
"EMAAR PRROPERTIES PJSC",4,2014,"Count",147
"EMAAR PRROPERTIES PJSC",5,2014,"Count",49
"EMAAR PRROPERTIES PJSC",6,2014,"Count",64
"EMAAR PRROPERTIES PJSC",7,2014,"Count",181
"EMAAR PRROPERTIES PJSC",8,2014,"Count",95
"EMAAR PRROPERTIES PJSC",9,2013,"Count",94
"EMAAR PRROPERTIES PJSC",10,2013,"Count",139
"EMAAR PRROPERTIES PJSC",11,2013,"Count",94
"EMAAR PRROPERTIES PJSC",12,2013,"Count",28
"EMAX",1,2014,"Count",772
"EMAX",2,2014,"Count",538
"EMAX",3,2014,"Count",545
"EMAX",4,2014,"Count",651
"EMAX",5,2014,"Count",596
"EMAX",6,2014,"Count",622
"EMAX",7,2014,"Count",755
"EMAX",8,2014,"Count",536
"EMAX",9,2013,"Count",459
"EMAX",10,2013,"Count",647
"EMAX",11,2013,"Count",469
"EMAX",12,2013,"Count",668
"EMIRATES",1,2014,"Count",2166
"EMIRATES",2,2014,"Count",3688
"EMIRATES",3,2014,"Count",4337
"EMIRATES",4,2014,"Count",4497
"EMIRATES",5,2014,"Count",4699
"EMIRATES",6,2014,"Count",4508
"EMIRATES",7,2014,"Count",4614
"EMIRATES",8,2014,"Count",4126
"EMIRATES",9,2013,"Count",2405
"EMIRATES",10,2013,"Count",1556
"EMIRATES",11,2013,"Count",1447
"EMIRATES",12,2013,"Count",1169
"EMIRATES AIRLINES",1,2014,"Count",380
"EMIRATES AIRLINES",2,2014,"Count",332
"EMIRATES AIRLINES",3,2014,"Count",451
"EMIRATES AIRLINES",4,2014,"Count",335
"EMIRATES AIRLINES",5,2014,"Count",434
"EMIRATES AIRLINES",6,2014,"Count",448
"EMIRATES AIRLINES",7,2014,"Count",432
"EMIRATES AIRLINES",8,2014,"Count",429
"EMIRATES AIRLINES",9,2013,"Count",338
"EMIRATES AIRLINES",10,2013,"Count",362
"EMIRATES AIRLINES",11,2013,"Count",402
"EMIRATES AIRLINES",12,2013,"Count",377
"EMIRATES DRIVING INSTI",1,2014,"Count",175
"EMIRATES DRIVING INSTI",2,2014,"Count",173
"EMIRATES DRIVING INSTI",3,2014,"Count",226
"EMIRATES DRIVING INSTI",4,2014,"Count",244
"EMIRATES DRIVING INSTI",5,2014,"Count",281
"EMIRATES DRIVING INSTI",6,2014,"Count",336
"EMIRATES DRIVING INSTI",7,2014,"Count",270
"EMIRATES DRIVING INSTI",8,2014,"Count",333
"EMIRATES DRIVING INSTI",9,2013,"Count",221
"EMIRATES DRIVING INSTI",10,2013,"Count",169
"EMIRATES DRIVING INSTI",11,2013,"Count",165
"EMIRATES DRIVING INSTI",12,2013,"Count",183
"EMIRATES WAFA TOWERS",1,2014,"Count",50
"EMIRATES WAFA TOWERS",2,2014,"Count",46
"EMIRATES WAFA TOWERS",3,2014,"Count",59
"EMIRATES WAFA TOWERS",4,2014,"Count",55
"EMIRATES WAFA TOWERS",5,2014,"Count",67
"EMIRATES WAFA TOWERS",6,2014,"Count",63
"EMIRATES WAFA TOWERS",7,2014,"Count",58
"EMIRATES WAFA TOWERS",8,2014,"Count",37
"EMIRATES WAFA TOWERS",9,2013,"Count",62
"EMIRATES WAFA TOWERS",10,2013,"Count",47
"EMIRATES WAFA TOWERS",11,2013,"Count",43
"EMIRATES WAFA TOWERS",12,2013,"Count",48
"ETIHADAIR",1,2014,"Count",549
"ETIHADAIR",2,2014,"Count",528
"ETIHADAIR",3,2014,"Count",680
"ETIHADAIR",4,2014,"Count",664
"ETIHADAIR",5,2014,"Count",827
"ETIHADAIR",6,2014,"Count",766
"ETIHADAIR",7,2014,"Count",803
"ETIHADAIR",8,2014,"Count",586
"ETIHADAIR",9,2013,"Count",559
"ETIHADAIR",10,2013,"Count",501
"ETIHADAIR",11,2013,"Count",438
"ETIHADAIR",12,2013,"Count",497
"ETISALAT",1,2014,"Count",5108
"ETISALAT",2,2014,"Count",5132
"ETISALAT",3,2014,"Count",6520
"ETISALAT",4,2014,"Count",5897
"ETISALAT",5,2014,"Count",5919
"ETISALAT",6,2014,"Count",6158
"ETISALAT",7,2014,"Count",6010
"ETISALAT",8,2014,"Count",5782
"ETISALAT",9,2013,"Count",5680
"ETISALAT",10,2013,"Count",5400
"ETISALAT",11,2013,"Count",5216
"ETISALAT",12,2013,"Count",5377
"FARDAN TRADING SERVICE",1,2014,"Count",165
"FARDAN TRADING SERVICE",2,2014,"Count",145
"FARDAN TRADING SERVICE",3,2014,"Count",153
"FARDAN TRADING SERVICE",4,2014,"Count",153
"FARDAN TRADING SERVICE",5,2014,"Count",140
"FARDAN TRADING SERVICE",6,2014,"Count",150
"FARDAN TRADING SERVICE",7,2014,"Count",140
"FARDAN TRADING SERVICE",8,2014,"Count",161
"FARDAN TRADING SERVICE",9,2013,"Count",158
"FARDAN TRADING SERVICE",10,2013,"Count",163
"FARDAN TRADING SERVICE",11,2013,"Count",136
"FARDAN TRADING SERVICE",12,2013,"Count",164
"FITNESS FIRST",1,2014,"Count",301
"FITNESS FIRST",2,2014,"Count",310
"FITNESS FIRST",3,2014,"Count",312
"FITNESS FIRST",4,2014,"Count",347
"FITNESS FIRST",5,2014,"Count",333
"FITNESS FIRST",6,2014,"Count",355
"FITNESS FIRST",7,2014,"Count",301
"FITNESS FIRST",8,2014,"Count",379
"FITNESS FIRST",9,2013,"Count",371
"FITNESS FIRST",10,2013,"Count",352
"FITNESS FIRST",11,2013,"Count",324
"FITNESS FIRST",12,2013,"Count",289
