"tx_merchant_clean","month_number","year(Post_date)","key","value"
"AL FUTTAIM MOTORS CO-1",8,2014,"Average",7371.50980392157
"AL FUTTAIM MOTORS CO-1",9,2013,"Average",15474.2857142857
"AL FUTTAIM MOTORS CO-1",10,2013,"Average",14844.5135135135
"AL FUTTAIM MOTORS CO-1",11,2013,"Average",17012.1666666667
"AL FUTTAIM MOTORS CO-1",12,2013,"Average",8186.68
"AL GHANDI AUTO",1,2014,"Average",7269.6049382716
"AL GHANDI AUTO",2,2014,"Average",4790.70454545455
"AL GHANDI AUTO",3,2014,"Average",5180.59120879121
"AL GHANDI AUTO",4,2014,"Average",8316.171875
"AL GHANDI AUTO",5,2014,"Average",6078
"AL GHANDI AUTO",6,2014,"Average",3676.32183908046
"AL GHANDI AUTO",7,2014,"Average",6422.96590909091
"AL GHANDI AUTO",8,2014,"Average",6078.98697368421
"AL GHANDI AUTO",9,2013,"Average",5181.42105263158
"AL GHANDI AUTO",10,2013,"Average",4013.36363636364
"AL GHANDI AUTO",11,2013,"Average",4896.1875
"AL GHANDI AUTO",12,2013,"Average",5948.55825581395
"AL NABOODA AUTOMOBILES",1,2014,"Average",6055.54255319149
"AL NABOODA AUTOMOBILES",2,2014,"Average",12779.8214285714
"AL NABOODA AUTOMOBILES",3,2014,"Average",8288.26530612245
"AL NABOODA AUTOMOBILES",4,2014,"Average",6838.288
"AL NABOODA AUTOMOBILES",5,2014,"Average",4894.48051948052
"AL NABOODA AUTOMOBILES",6,2014,"Average",6863.03488372093
"AL NABOODA AUTOMOBILES",7,2014,"Average",8515.03296703297
"AL NABOODA AUTOMOBILES",8,2014,"Average",6963.97183098592
"AL NABOODA AUTOMOBILES",9,2013,"Average",6122.25
"AL NABOODA AUTOMOBILES",10,2013,"Average",6737.745
"AL NABOODA AUTOMOBILES",11,2013,"Average",10171.0697674419
"AL NABOODA AUTOMOBILES",12,2013,"Average",8093.90476190476
"AL TAYER MOTORS LLC",1,2014,"Average",17522.2976744186
"AL TAYER MOTORS LLC",2,2014,"Average",13752.990990991
"AL TAYER MOTORS LLC",3,2014,"Average",10458.7166666667
"AL TAYER MOTORS LLC",4,2014,"Average",10679.2192982456
"AL TAYER MOTORS LLC",5,2014,"Average",11140.5247524752
"AL TAYER MOTORS LLC",6,2014,"Average",8448.27830188679
"AL TAYER MOTORS LLC",7,2014,"Average",8631.08928571429
"AL TAYER MOTORS LLC",8,2014,"Average",7942.21739130435
"AL TAYER MOTORS LLC",9,2013,"Average",13434.2407407407
"AL TAYER MOTORS LLC",10,2013,"Average",15031.4454976303
"AL TAYER MOTORS LLC",11,2013,"Average",11761.8066298343
"AL TAYER MOTORS LLC",12,2013,"Average",11957.8783783784
"AL TAYER MOTORS(PVT) L",1,2014,"Average",42028.3636363636
"AL TAYER MOTORS(PVT) L",2,2014,"Average",64197.1875
"AL TAYER MOTORS(PVT) L",3,2014,"Average",58475
"AL TAYER MOTORS(PVT) L",4,2014,"Average",38600
"AL TAYER MOTORS(PVT) L",5,2014,"Average",55000
"AL TAYER MOTORS(PVT) L",6,2014,"Average",12420.2857142857
"AL TAYER MOTORS(PVT) L",7,2014,"Average",64925
"AL TAYER MOTORS(PVT) L",8,2014,"Average",42688.8
"AL TAYER MOTORS(PVT) L",9,2013,"Average",58998.4375
"AL TAYER MOTORS(PVT) L",10,2013,"Average",74190
"AL TAYER MOTORS(PVT) L",11,2013,"Average",47777.9090909091
"AL TAYER MOTORS(PVT) L",12,2013,"Average",64087.1764705882
"ALLIED ENT LLC LEVEL S",1,2014,"Average",2006.59260536398
"ALLIED ENT LLC LEVEL S",2,2014,"Average",2599.23333333333
"ALLIED ENT LLC LEVEL S",3,2014,"Average",2467.03467836257
"ALLIED ENT LLC LEVEL S",4,2014,"Average",2845.47674418605
"ALLIED ENT LLC LEVEL S",5,2014,"Average",1950.64927184466
"ALLIED ENT LLC LEVEL S",6,2014,"Average",2429.16489726027
"ALLIED ENT LLC LEVEL S",7,2014,"Average",2118.26281385281
"ALLIED ENT LLC LEVEL S",8,2014,"Average",2090.68711656442
"ALLIED ENT LLC LEVEL S",9,2013,"Average",1756.77080291971
"ALLIED ENT LLC LEVEL S",10,2013,"Average",1992.92203592814
"ALLIED ENT LLC LEVEL S",11,2013,"Average",2050.32298387097
"ALLIED ENT LLC LEVEL S",12,2013,"Average",2244.21596244131
"APPLE ONLINE STORE AED",1,2014,"Average",2507.66114649682
"APPLE ONLINE STORE AED",2,2014,"Average",3137.340625
"APPLE ONLINE STORE AED",3,2014,"Average",3432.24905172414
"APPLE ONLINE STORE AED",4,2014,"Average",3049.87539215686
"APPLE ONLINE STORE AED",5,2014,"Average",2442.54685483871
"APPLE ONLINE STORE AED",6,2014,"Average",3122.57666666667
"APPLE ONLINE STORE AED",7,2014,"Average",2886.08
"APPLE ONLINE STORE AED",8,2014,"Average",3302.68787878788
"APPLE ONLINE STORE AED",9,2013,"Average",2383.41014492754
"APPLE ONLINE STORE AED",10,2013,"Average",2685.34780821918
"APPLE ONLINE STORE AED",11,2013,"Average",2667.42278688525
"APPLE ONLINE STORE AED",12,2013,"Average",2756.44419075145
"ARABIAN AUTOMOBILES CO",1,2014,"Average",3192.85921348315
"ARABIAN AUTOMOBILES CO",2,2014,"Average",3511.05827586207
"ARABIAN AUTOMOBILES CO",3,2014,"Average",1955.83276699029
"ARABIAN AUTOMOBILES CO",4,2014,"Average",4762.00948051948
"ARABIAN AUTOMOBILES CO",5,2014,"Average",2651.78939814815
"ARABIAN AUTOMOBILES CO",6,2014,"Average",4773.60051546392
"ARABIAN AUTOMOBILES CO",7,2014,"Average",3957.06040609137
"ARABIAN AUTOMOBILES CO",8,2014,"Average",2353.46017316017
"ARABIAN AUTOMOBILES CO",9,2013,"Average",3081.8868902439
"ARABIAN AUTOMOBILES CO",10,2013,"Average",2212.39444444444
"ARABIAN AUTOMOBILES CO",11,2013,"Average",2482.97446428571
"ARABIAN AUTOMOBILES CO",12,2013,"Average",2115.78880208333
"ARABIAN AUTOMOBILESCO",1,2014,"Average",3392.94779874214
"ARABIAN AUTOMOBILESCO",2,2014,"Average",3931.70992753623
"ARABIAN AUTOMOBILESCO",3,2014,"Average",2093.8954375
"ARABIAN AUTOMOBILESCO",4,2014,"Average",2034.91879518072
"ARABIAN AUTOMOBILESCO",5,2014,"Average",2742.9625
"ARABIAN AUTOMOBILESCO",6,2014,"Average",2464.205625
"ARABIAN AUTOMOBILESCO",7,2014,"Average",3797.42670967742
"ARABIAN AUTOMOBILESCO",8,2014,"Average",1797.425
"ARABIAN AUTOMOBILESCO",9,2013,"Average",2802.87389705882
"ARABIAN AUTOMOBILESCO",10,2013,"Average",2127.41564885496
"ARABIAN AUTOMOBILESCO",11,2013,"Average",2343.67796610169
"ARABIAN AUTOMOBILESCO",12,2013,"Average",3311.92682634731
"ARABIAN GULF MEC CNT.S",1,2014,"Average",15905.5086075949
"ARABIAN GULF MEC CNT.S",2,2014,"Average",13903.4702173913
"ARABIAN GULF MEC CNT.S",3,2014,"Average",10512.0325961538
"ARABIAN GULF MEC CNT.S",4,2014,"Average",12868.4931395349
"ARABIAN GULF MEC CNT.S",5,2014,"Average",10073.0318421053
"ARABIAN GULF MEC CNT.S",6,2014,"Average",10435.4769662921
"ARABIAN GULF MEC CNT.S",7,2014,"Average",26020.1380952381
"ARABIAN GULF MEC CNT.S",8,2014,"Average",14025.1681818182
"ARABIAN GULF MEC CNT.S",9,2013,"Average",9812.34696202532
"ARABIAN GULF MEC CNT.S",10,2013,"Average",16507.6268539326
"ARABIAN GULF MEC CNT.S",11,2013,"Average",12168.6713253012
"ARABIAN GULF MEC CNT.S",12,2013,"Average",17623.6348648649
"ATLANTIS",1,2014,"Average",1459.33738931298
"ATLANTIS",2,2014,"Average",1137.51314728682
"ATLANTIS",3,2014,"Average",1143.289889989
"ATLANTIS",4,2014,"Average",1217.93794383149
"ATLANTIS",5,2014,"Average",1127.96575955266
"ATLANTIS",6,2014,"Average",1131.83488651535
"ATLANTIS",7,2014,"Average",1163.18538004751
"ATLANTIS",8,2014,"Average",1328.2387607362
"ATLANTIS",9,2013,"Average",967.513480392157
"ATLANTIS",10,2013,"Average",1212.10477801269
"ATLANTIS",11,2013,"Average",1275.56529612756
"ATLANTIS",12,2013,"Average",1622.66493723849
"AXA INSURANCE",1,2014,"Average",3157.34327510917
"AXA INSURANCE",2,2014,"Average",2946.90740740741
"AXA INSURANCE",3,2014,"Average",2976.47650655022
"AXA INSURANCE",4,2014,"Average",3067.29751131222
"AXA INSURANCE",5,2014,"Average",2910.27651639344
"AXA INSURANCE",6,2014,"Average",2791.70423728814
"AXA INSURANCE",7,2014,"Average",2519.93113300493
"AXA INSURANCE",8,2014,"Average",3046.53990610329
"AXA INSURANCE",9,2013,"Average",3027.42706467662
"AXA INSURANCE",10,2013,"Average",2956.32842105263
"AXA INSURANCE",11,2013,"Average",2824.47391304348
"AXA INSURANCE",12,2013,"Average",2774.24397129187
"BARRACUDA BEACH RESORT",1,2014,"Average",1007.87068965517
"BARRACUDA BEACH RESORT",2,2014,"Average",1216.82686567164
"BARRACUDA BEACH RESORT",3,2014,"Average",976.729064039409
"BARRACUDA BEACH RESORT",4,2014,"Average",1038.92071611253
"BARRACUDA BEACH RESORT",5,2014,"Average",1014.30269058296
"BARRACUDA BEACH RESORT",6,2014,"Average",1072.85212569316
"BARRACUDA BEACH RESORT",7,2014,"Average",659.980952380952
"BARRACUDA BEACH RESORT",8,2014,"Average",935.622222222222
"BARRACUDA BEACH RESORT",9,2013,"Average",975.811178247734
"BARRACUDA BEACH RESORT",10,2013,"Average",1055.38775510204
"BARRACUDA BEACH RESORT",11,2013,"Average",1141.8418230563
"BARRACUDA BEACH RESORT",12,2013,"Average",1170.46961325967
"BLOOMINGDALES BR-NOUL",1,2014,"Average",1547.77687776141
"BLOOMINGDALES BR-NOUL",2,2014,"Average",1340.4640625
"BLOOMINGDALES BR-NOUL",3,2014,"Average",1658.88804071247
"BLOOMINGDALES BR-NOUL",4,2014,"Average",1560.58634085213
"BLOOMINGDALES BR-NOUL",5,2014,"Average",1667.83274853801
"BLOOMINGDALES BR-NOUL",6,2014,"Average",1698.4960170697
"BLOOMINGDALES BR-NOUL",7,2014,"Average",1706.373885918
"BLOOMINGDALES BR-NOUL",8,2014,"Average",1531.45801749271
"BLOOMINGDALES BR-NOUL",9,2013,"Average",1302.57391304348
"BLOOMINGDALES BR-NOUL",10,2013,"Average",1762.46084745763
"BLOOMINGDALES BR-NOUL",11,2013,"Average",1794.53592814371
"BLOOMINGDALES BR-NOUL",12,2013,"Average",1489.41482014388
"BNKNT UTLTY PYMNT-ETIS",1,2014,"Average",521.180059382423
"BNKNT UTLTY PYMNT-ETIS",2,2014,"Average",550.630640413683
"BNKNT UTLTY PYMNT-ETIS",3,2014,"Average",586.028837288136
"BNKNT UTLTY PYMNT-ETIS",4,2014,"Average",555.697018040325
"BNKNT UTLTY PYMNT-ETIS",5,2014,"Average",614.722798036466
"BNKNT UTLTY PYMNT-ETIS",6,2014,"Average",583.150863209189
"BNKNT UTLTY PYMNT-ETIS",7,2014,"Average",609.086946666667
"BNKNT UTLTY PYMNT-ETIS",8,2014,"Average",616.533221233102
"BNKNT UTLTY PYMNT-ETIS",9,2013,"Average",508.38288671875
"BNKNT UTLTY PYMNT-ETIS",10,2013,"Average",517.224739726027
"BNKNT UTLTY PYMNT-ETIS",11,2013,"Average",560.807622377622
"BNKNT UTLTY PYMNT-ETIS",12,2013,"Average",558.213068978237
"CARREFOUR",1,2014,"Average",444.570812203011
"CARREFOUR",2,2014,"Average",340.972972688595
"CARREFOUR",3,2014,"Average",339.76541220842
"CARREFOUR",4,2014,"Average",360.247550776106
"CARREFOUR",5,2014,"Average",322.326178546224
"CARREFOUR",6,2014,"Average",348.679495978552
"CARREFOUR",7,2014,"Average",305.100633519553
"CARREFOUR",8,2014,"Average",322.013550010311
"CARREFOUR",9,2013,"Average",332.277403235813
"CARREFOUR",10,2013,"Average",360.882751068842
"CARREFOUR",11,2013,"Average",345.807454169781
"CARREFOUR",12,2013,"Average",326.930211904664
"CHANEL",1,2014,"Average",8408.83638888889
"CHANEL",2,2014,"Average",9017.40677419355
"CHANEL",3,2014,"Average",9224.11111111111
"CHANEL",4,2014,"Average",11376.2678378378
"CHANEL",5,2014,"Average",8169.37805555556
"CHANEL",6,2014,"Average",6115.69222222222
"CHANEL",7,2014,"Average",5998.14085714286
"CHANEL",8,2014,"Average",12306.1281481481
"CHANEL",9,2013,"Average",10600.6206451613
"CHANEL",10,2013,"Average",7956.41695652174
"CHANEL",11,2013,"Average",5674.30689655172
"CHANEL",12,2013,"Average",9673.36630434783
"CLEAR TRIP MEA FZ LLC",1,2014,"Average",1504.66666666667
"CLEAR TRIP MEA FZ LLC",2,2014,"Average",1694.46511627907
"CLEAR TRIP MEA FZ LLC",3,2014,"Average",1936.57435897436
"CLEAR TRIP MEA FZ LLC",4,2014,"Average",1820.73399014778
"CLEAR TRIP MEA FZ LLC",5,2014,"Average",2123.16888888889
"CLEAR TRIP MEA FZ LLC",6,2014,"Average",1884.44334975369
"CLEAR TRIP MEA FZ LLC",7,2014,"Average",2254.83025830258
"CLEAR TRIP MEA FZ LLC",8,2014,"Average",1637.96180555556
"CLEAR TRIP MEA FZ LLC",9,2013,"Average",1218.58163265306
"CLEAR TRIP MEA FZ LLC",10,2013,"Average",1522.66509433962
"CLEAR TRIP MEA FZ LLC",11,2013,"Average",1587.10695187166
"CLEAR TRIP MEA FZ LLC",12,2013,"Average",1336.39884393064
"CLEARTRIP MEA FZ LLC",1,2014,"Average",1377.78798941799
"CLEARTRIP MEA FZ LLC",2,2014,"Average",1413.3494011976
"CLEARTRIP MEA FZ LLC",3,2014,"Average",1550.85316
"CLEARTRIP MEA FZ LLC",4,2014,"Average",1701.27
"CLEARTRIP MEA FZ LLC",5,2014,"Average",1912.5325203252
"CLEARTRIP MEA FZ LLC",6,2014,"Average",1840.01916932907
"CLEARTRIP MEA FZ LLC",7,2014,"Average",1960.46415816327
"CLEARTRIP MEA FZ LLC",8,2014,"Average",1670.6925
"CLEARTRIP MEA FZ LLC",9,2013,"Average",1389.01204651163
"CLEARTRIP MEA FZ LLC",10,2013,"Average",1268.54886597938
"CLEARTRIP MEA FZ LLC",11,2013,"Average",1476.02259887006
"CLEARTRIP MEA FZ LLC",12,2013,"Average",1266.27011494253
"DAMAS JEWELLERY LLC",1,2014,"Average",2407.31168831169
"DAMAS JEWELLERY LLC",2,2014,"Average",2797.90740740741
"DAMAS JEWELLERY LLC",3,2014,"Average",3288.568
"DAMAS JEWELLERY LLC",4,2014,"Average",2502.94666666667
"DAMAS JEWELLERY LLC",5,2014,"Average",2642.69892473118
"DAMAS JEWELLERY LLC",6,2014,"Average",3167.79611650485
"DAMAS JEWELLERY LLC",7,2014,"Average",2291.63725490196
"DAMAS JEWELLERY LLC",8,2014,"Average",3645.4406779661
"DAMAS JEWELLERY LLC",9,2013,"Average",3077.08450704225
"DAMAS JEWELLERY LLC",10,2013,"Average",3369.85714285714
"DAMAS JEWELLERY LLC",11,2013,"Average",3571.95454545455
"DAMAS JEWELLERY LLC",12,2013,"Average",4108.68503937008
"DEBENHAMS-4301",1,2014,"Average",439.823769507803
"DEBENHAMS-4301",2,2014,"Average",541.704663212435
"DEBENHAMS-4301",3,2014,"Average",575.355606758833
"DEBENHAMS-4301",4,2014,"Average",525.44799270073
"DEBENHAMS-4301",5,2014,"Average",540.263686131387
"DEBENHAMS-4301",6,2014,"Average",473.568886337543
"DEBENHAMS-4301",7,2014,"Average",618.625282167043
"DEBENHAMS-4301",8,2014,"Average",472.76008492569
"DEBENHAMS-4301",9,2013,"Average",550.066473988439
"DEBENHAMS-4301",10,2013,"Average",595.368471953578
"DEBENHAMS-4301",11,2013,"Average",453.145423728814
"DEBENHAMS-4301",12,2013,"Average",513.512925170068
"DNATA TRAVEL SERVICES",1,2014,"Average",3030.63461538462
"DNATA TRAVEL SERVICES",2,2014,"Average",3506.93915789474
"DNATA TRAVEL SERVICES",3,2014,"Average",4031.0055
"DNATA TRAVEL SERVICES",4,2014,"Average",4944.7504587156
"DNATA TRAVEL SERVICES",5,2014,"Average",5116.84920634921
"DNATA TRAVEL SERVICES",6,2014,"Average",4465.43127659574
"DNATA TRAVEL SERVICES",7,2014,"Average",4513.51515151515
"DNATA TRAVEL SERVICES",8,2014,"Average",4336.8968503937
"DNATA TRAVEL SERVICES",9,2013,"Average",5472.8152173913
"DNATA TRAVEL SERVICES",10,2013,"Average",2982.60758928571
"DNATA TRAVEL SERVICES",11,2013,"Average",3268.53125
"DNATA TRAVEL SERVICES",12,2013,"Average",4076.34065934066
"DP WORLD UAE REGION FZ",1,2014,"Average",5682.0206185567
"DP WORLD UAE REGION FZ",2,2014,"Average",6207.67910447761
"DP WORLD UAE REGION FZ",3,2014,"Average",5756.09923664122
"DP WORLD UAE REGION FZ",4,2014,"Average",3720.73522167488
"DP WORLD UAE REGION FZ",5,2014,"Average",4348.58960763521
"DP WORLD UAE REGION FZ",6,2014,"Average",3563.1328344247
"DP WORLD UAE REGION FZ",7,2014,"Average",4320.67822222222
"DP WORLD UAE REGION FZ",8,2014,"Average",4444.40553435115
"DP WORLD UAE REGION FZ",9,2013,"Average",4001.47826086957
"DP WORLD UAE REGION FZ",10,2013,"Average",5396.47783251232
"DP WORLD UAE REGION FZ",11,2013,"Average",5551.68606431853
"DP WORLD UAE REGION FZ",12,2013,"Average",5215.8759936407
"DU",1,2014,"Average",591.097873612297
"DU",2,2014,"Average",563.500486292023
"DU",3,2014,"Average",616.808462935634
"DU",4,2014,"Average",575.629230679972
"DU",5,2014,"Average",605.007583726415
"DU",6,2014,"Average",637.483404116302
"DU",7,2014,"Average",654.881891025641
"DU",8,2014,"Average",622.718504421807
"DU",9,2013,"Average",610.111960514807
"DU",10,2013,"Average",593.604983675069
"DU",11,2013,"Average",650.249424738811
"DU",12,2013,"Average",612.264326694225
"DUBAI AMERICAN ACADEMY",1,2014,"Average",35305.8181818182
"DUBAI AMERICAN ACADEMY",2,2014,"Average",10319.3611111111
"DUBAI AMERICAN ACADEMY",3,2014,"Average",11711.0277777778
"DUBAI AMERICAN ACADEMY",4,2014,"Average",14118
"DUBAI AMERICAN ACADEMY",5,2014,"Average",132372
"DUBAI AMERICAN ACADEMY",6,2014,"Average",37995.3333333333
"DUBAI AMERICAN ACADEMY",8,2014,"Average",35396.7222222222
"DUBAI AMERICAN ACADEMY",9,2013,"Average",36915.3
"DUBAI AMERICAN ACADEMY",10,2013,"Average",15538.3636363636
"DUBAI AMERICAN ACADEMY",11,2013,"Average",21790.75
"DUBAI AMERICAN ACADEMY",12,2013,"Average",24820.7272727273
"DUBAI E-GOVERNMENT",1,2014,"Average",-673.833333333333
"DUBAI E-GOVERNMENT",2,2014,"Average",-2577.69230769231
"DUBAI E-GOVERNMENT",3,2014,"Average",-1108.88888888889
"DUBAI E-GOVERNMENT",4,2014,"Average",-1600.4
"DUBAI E-GOVERNMENT",5,2014,"Average",-1236.66666666667
"DUBAI E-GOVERNMENT",6,2014,"Average",-1611.28125
"DUBAI E-GOVERNMENT",7,2014,"Average",-6475.76923076923
"DUBAI E-GOVERNMENT",8,2014,"Average",-2902.85714285714
"DUBAI E-GOVERNMENT",9,2013,"Average",3833.90081221041
"DUBAI E-GOVERNMENT",10,2013,"Average",-2256.75
"DUBAI E-GOVERNMENT",11,2013,"Average",-2464.28571428571
"DUBAI E-GOVERNMENT",12,2013,"Average",-1539.16666666667
"DUBAI ELECTRICITY&WATE",1,2014,"Average",1906.82382608696
"DUBAI ELECTRICITY&WATE",2,2014,"Average",1644.32654411765
"DUBAI ELECTRICITY&WATE",3,2014,"Average",1436.66645669291
"DUBAI ELECTRICITY&WATE",4,2014,"Average",1752.00575221239
"DUBAI ELECTRICITY&WATE",5,2014,"Average",2319.30203703704
"DUBAI ELECTRICITY&WATE",6,2014,"Average",2816.37638554217
"DUBAI ELECTRICITY&WATE",7,2014,"Average",2566.52661417323
"DUBAI ELECTRICITY&WATE",8,2014,"Average",2461.31677248677
"DUBAI ELECTRICITY&WATE",9,2013,"Average",2068.66366197183
"DUBAI ELECTRICITY&WATE",10,2013,"Average",2341.71655844156
"DUBAI ELECTRICITY&WATE",11,2013,"Average",2266.04928571429
"DUBAI ELECTRICITY&WATE",12,2013,"Average",1933.13575342466
"DUBAI SMART GOVERNMENT",1,2014,"Average",3595.39824170559
"DUBAI SMART GOVERNMENT",2,2014,"Average",3603.63433910448
"DUBAI SMART GOVERNMENT",3,2014,"Average",3585.06799802111
"DUBAI SMART GOVERNMENT",4,2014,"Average",3460.50003233804
"DUBAI SMART GOVERNMENT",5,2014,"Average",3796.64715037672
"DUBAI SMART GOVERNMENT",6,2014,"Average",3845.81683256976
"DUBAI SMART GOVERNMENT",7,2014,"Average",3601.55767222935
"DUBAI SMART GOVERNMENT",8,2014,"Average",3673.8800266448
"DUBAI SMART GOVERNMENT",9,2013,"Average",4174.01639949109
"DUBAI SMART GOVERNMENT",10,2013,"Average",3978.63557665702
"DUBAI SMART GOVERNMENT",11,2013,"Average",4253.86997194095
"DUBAI SMART GOVERNMENT",12,2013,"Average",3890.05050182704
"E I T TELECOM-DU",1,2014,"Average",810.751063122924
"E I T TELECOM-DU",2,2014,"Average",802.195518590998
"E I T TELECOM-DU",3,2014,"Average",804.099549019608
"E I T TELECOM-DU",4,2014,"Average",770.557367387033
"E I T TELECOM-DU",5,2014,"Average",858.54323943662
"E I T TELECOM-DU",6,2014,"Average",925.038141762452
"E I T TELECOM-DU",7,2014,"Average",887.981691331924
"E I T TELECOM-DU",8,2014,"Average",755.798046709129
"E I T TELECOM-DU",9,2013,"Average",805.512769230769
"E I T TELECOM-DU",10,2013,"Average",793.311454545455
"E I T TELECOM-DU",11,2013,"Average",838.479655172414
"E I T TELECOM-DU",12,2013,"Average",807.33009487666
"EM AIR",1,2014,"Average",3613.32664915117
"EM AIR",9,2013,"Average",3083.29299701046
"EM AIR",10,2013,"Average",3617.43808792742
"EM AIR",11,2013,"Average",3000.54628417266
"EM AIR",12,2013,"Average",3149.40377016129
"EMAAR PROPERTIES PJSC",1,2014,"Average",10729.3774285714
"EMAAR PROPERTIES PJSC",2,2014,"Average",11463.0601612903
"EMAAR PROPERTIES PJSC",3,2014,"Average",10730.1468
"EMAAR PROPERTIES PJSC",4,2014,"Average",7479.70841059603
"EMAAR PROPERTIES PJSC",5,2014,"Average",16535.5436619718
"EMAAR PROPERTIES PJSC",6,2014,"Average",13598.0180701754
"EMAAR PROPERTIES PJSC",7,2014,"Average",8945.49164556962
"EMAAR PROPERTIES PJSC",8,2014,"Average",10207.4032142857
"EMAAR PROPERTIES PJSC",9,2013,"Average",10608.8965217391
"EMAAR PROPERTIES PJSC",10,2013,"Average",9418.53808333333
"EMAAR PROPERTIES PJSC",11,2013,"Average",13216.3111267606
"EMAAR PROPERTIES PJSC",12,2013,"Average",17702.888245614
"EMAAR PRROPERTIES PJSC",1,2014,"Average",9827.70413461539
"EMAAR PRROPERTIES PJSC",2,2014,"Average",7165.31387878788
"EMAAR PRROPERTIES PJSC",3,2014,"Average",10655.9528767123
"EMAAR PRROPERTIES PJSC",4,2014,"Average",6114.58081632653
"EMAAR PRROPERTIES PJSC",5,2014,"Average",10484.3340816327
"EMAAR PRROPERTIES PJSC",6,2014,"Average",9400.1509375
"EMAAR PRROPERTIES PJSC",7,2014,"Average",6854.59850828729
"EMAAR PRROPERTIES PJSC",8,2014,"Average",8749.58621052631
"EMAAR PRROPERTIES PJSC",9,2013,"Average",9038.93638297872
"EMAAR PRROPERTIES PJSC",10,2013,"Average",7650.29776978417
"EMAAR PRROPERTIES PJSC",11,2013,"Average",8640.98436170213
"EMAAR PRROPERTIES PJSC",12,2013,"Average",10362.6342857143
"EMAX",1,2014,"Average",1768.83041450777
"EMAX",2,2014,"Average",1457.34327137546
"EMAX",3,2014,"Average",1466.0535412844
"EMAX",4,2014,"Average",1389.23360983103
"EMAX",5,2014,"Average",1244.64624161074
"EMAX",6,2014,"Average",1420.64906752412
"EMAX",7,2014,"Average",1304.84958940397
"EMAX",8,2014,"Average",1188.19315298507
"EMAX",9,2013,"Average",1257.93076252723
"EMAX",10,2013,"Average",1232.0972179289
"EMAX",11,2013,"Average",1189.41756929638
"EMAX",12,2013,"Average",1177.91752994012
"EMIRATES",1,2014,"Average",2300.87100646353
"EMIRATES",2,2014,"Average",2681.07384490239
"EMIRATES",3,2014,"Average",2401.44490431174
"EMIRATES",4,2014,"Average",2375.47822548366
"EMIRATES",5,2014,"Average",2565.24137901681
"EMIRATES",6,2014,"Average",2536.31217391304
"EMIRATES",7,2014,"Average",2409.98700910273
"EMIRATES",8,2014,"Average",2387.2367668444
"EMIRATES",9,2013,"Average",3625.53143451143
"EMIRATES",10,2013,"Average",2278.44046272494
"EMIRATES",11,2013,"Average",2634.33463718037
"EMIRATES",12,2013,"Average",2122.77975192472
"EMIRATES AIRLINES",1,2014,"Average",2900.56776315789
"EMIRATES AIRLINES",2,2014,"Average",3293.27786144578
"EMIRATES AIRLINES",3,2014,"Average",3142.49057649667
"EMIRATES AIRLINES",4,2014,"Average",4321.93432835821
"EMIRATES AIRLINES",5,2014,"Average",4049.45709677419
"EMIRATES AIRLINES",6,2014,"Average",4119.25580357143
"EMIRATES AIRLINES",7,2014,"Average",4133.78043981481
"EMIRATES AIRLINES",8,2014,"Average",2876.88986013986
"EMIRATES AIRLINES",9,2013,"Average",3565.98890532544
"EMIRATES AIRLINES",10,2013,"Average",3380.04972375691
"EMIRATES AIRLINES",11,2013,"Average",2654.63805970149
"EMIRATES AIRLINES",12,2013,"Average",3037.77042440318
"EMIRATES DRIVING INSTI",1,2014,"Average",1044.68571428571
"EMIRATES DRIVING INSTI",2,2014,"Average",1286.01156069364
"EMIRATES DRIVING INSTI",3,2014,"Average",1205.37610619469
"EMIRATES DRIVING INSTI",4,2014,"Average",1203.01229508197
"EMIRATES DRIVING INSTI",5,2014,"Average",1496.63701067616
"EMIRATES DRIVING INSTI",6,2014,"Average",1175.96726190476
"EMIRATES DRIVING INSTI",7,2014,"Average",1406.72222222222
"EMIRATES DRIVING INSTI",8,2014,"Average",1468.7987987988
"EMIRATES DRIVING INSTI",9,2013,"Average",978.552036199095
"EMIRATES DRIVING INSTI",10,2013,"Average",1095.02958579882
"EMIRATES DRIVING INSTI",11,2013,"Average",1161.69090909091
"EMIRATES DRIVING INSTI",12,2013,"Average",1269.81420765027
"EMIRATES WAFA TOWERS",1,2014,"Average",6793.6
"EMIRATES WAFA TOWERS",2,2014,"Average",6519.02173913043
"EMIRATES WAFA TOWERS",3,2014,"Average",10920.6779661017
"EMIRATES WAFA TOWERS",4,2014,"Average",5621
"EMIRATES WAFA TOWERS",5,2014,"Average",8897.76119402985
"EMIRATES WAFA TOWERS",6,2014,"Average",5468.88888888889
"EMIRATES WAFA TOWERS",7,2014,"Average",7826.89655172414
"EMIRATES WAFA TOWERS",8,2014,"Average",8668.10810810811
"EMIRATES WAFA TOWERS",9,2013,"Average",8126.93548387097
"EMIRATES WAFA TOWERS",10,2013,"Average",5657.76595744681
"EMIRATES WAFA TOWERS",11,2013,"Average",4684.3023255814
"EMIRATES WAFA TOWERS",12,2013,"Average",6163.125
"ETIHADAIR",1,2014,"Average",1640.01473588342
"ETIHADAIR",2,2014,"Average",1647.72856060606
"ETIHADAIR",3,2014,"Average",1681.78757352941
"ETIHADAIR",4,2014,"Average",1423.05858433735
"ETIHADAIR",5,2014,"Average",1924.72500604595
"ETIHADAIR",6,2014,"Average",1598.39075718016
"ETIHADAIR",7,2014,"Average",1995.73911581569
